Date,Name,Year,Letterboxd URI
2021-08-13,Ice Age: Dawn of the Dinosaurs,2009,https://boxd.it/20iC
2021-08-13,Ice Age: Continental Drift,2012,https://boxd.it/lQ2
2021-08-13,Ice Age: Collision Course,2016,https://boxd.it/8upq
2021-10-05,Men in Black: International,2019,https://boxd.it/hdJw
2021-10-14,Texas Chainsaw 3D,2013,https://boxd.it/2E7O
2021-11-02,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS
2021-11-16,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI
2021-11-30,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy
2021-12-16,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo
2021-12-27,Save Ralph,2021,https://boxd.it/ux2o
2021-12-30,The Lighthouse,2019,https://boxd.it/icFU
2021-12-31,Night and Fog,1956,https://boxd.it/29A6
2022-01-01,Men in Black,1997,https://boxd.it/2a0I
2022-01-01,Men in Black 3,2012,https://boxd.it/103U
2022-01-01,Men in Black II,2002,https://boxd.it/2a0y
2022-01-12,The Rescue,2021,https://boxd.it/pmto
2022-03-10,Sonny Boy,2021,https://boxd.it/vYTQ
2022-03-19,The Batman,2022,https://boxd.it/eDGs
2022-03-26,Vinland Saga,2019,https://boxd.it/qdwU
2022-03-26,Demon Slayer: Kimetsu no Yaiba,2019,https://boxd.it/pKsE
2022-03-26,Jujutsu Kaisen,2020,https://boxd.it/sOve
2022-05-28,Valimai,2022,https://boxd.it/nLOC
2022-05-30,Lunana: A Yak in the Classroom,2019,https://boxd.it/ndMM
2022-06-23,Extraction,2020,https://boxd.it/jUjA
2022-07-05,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS
2022-07-10,Howl's Moving Castle,2004,https://boxd.it/23De
2022-08-23,Anand,1971,https://boxd.it/1uhM
2022-08-30,Crayon Shin-chan: Fierceness That Invites Storm! Operation Golden Spy,2011,https://boxd.it/568u
2022-08-30,Crayon Shin-chan: Action Mask vs. Leotard Devil,1993,https://boxd.it/4db4
2022-08-30,Crayon Shin-chan: A Storm-invoking Jungle,2000,https://boxd.it/3ToM
2022-08-30,Crayon Shin-chan: Intense Battle! Robo Dad Strikes Back,2014,https://boxd.it/9JPA
2022-09-04,Dragon Ball Super: Super Hero,2022,https://boxd.it/mxII
2022-09-05,American Psycho,2000,https://boxd.it/28Vs
2022-09-22,The Raid,2011,https://boxd.it/3hBy
2022-09-23,One Hundred and One Dalmatians,1961,https://boxd.it/1SeC
2022-10-25,Black Adam,2022,https://boxd.it/fup0
2022-10-25,Prey,2022,https://boxd.it/sNBU
2022-11-05,Cowboy Bebop,1998,https://boxd.it/ptES
2022-11-08,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/BykM
2022-11-08,"Love, Death & Robots: Sonnie's Edge",2019,https://boxd.it/lECg
2022-11-08,"Love, Death & Robots: The Witness",2019,https://boxd.it/lFO8
2022-11-08,"Love, Death & Robots: Zima Blue",2019,https://boxd.it/lJGM
2022-11-08,"Love, Death & Robots: When the Yogurt Took Over",2019,https://boxd.it/lFSY
2022-11-08,"Love, Death & Robots: Beyond the Aquila Rift",2019,https://boxd.it/lGTe
2022-11-08,"Love, Death & Robots: Suits",2019,https://boxd.it/lFOM
2022-11-08,"Love, Death & Robots: Good Hunting",2019,https://boxd.it/lJFO
2022-11-08,"Love, Death & Robots: Sucker of Souls",2019,https://boxd.it/lFOW
2022-11-08,"Love, Death & Robots: Alternate Histories",2019,https://boxd.it/lJHg
2022-11-08,"Love, Death & Robots: Helping Hand",2019,https://boxd.it/lJGW
2022-11-08,"Love, Death & Robots: Fish Night",2019,https://boxd.it/lJGs
2022-11-08,"Love, Death & Robots: The Secret War",2019,https://boxd.it/lN0g
2022-11-08,"Love, Death & Robots: Shape-Shifters",2019,https://boxd.it/lJFY
2022-11-08,"Love, Death & Robots: Lucky 13",2019,https://boxd.it/lJGC
2022-11-08,"Love, Death & Robots: Blindspot",2019,https://boxd.it/lJH6
2022-11-08,"Love, Death & Robots: The Tall Grass",2021,https://boxd.it/vdQU
2022-11-08,"Love, Death & Robots: Jibaro",2022,https://boxd.it/EqO6
2022-11-08,"Love, Death & Robots: The Very Pulse of the Machine",2022,https://boxd.it/AW5O
2022-11-08,"Love, Death & Robots: Mason's Rats",2022,https://boxd.it/AW76
2022-11-08,"Love, Death & Robots: The Drowned Giant",2021,https://boxd.it/vdRo
2022-11-08,"Love, Death & Robots: Life Hutch",2021,https://boxd.it/vdRe
2022-11-08,"Love, Death & Robots: Ice Age",2019,https://boxd.it/lJG8
2022-11-08,"Love, Death & Robots: The Dump",2019,https://boxd.it/lJGi
2022-11-08,"Love, Death & Robots: Pop Squad",2021,https://boxd.it/vhLE
2022-11-08,"Love, Death & Robots: Automated Customer Service",2021,https://boxd.it/vhLk
2022-11-08,"Love, Death & Robots: Ice",2021,https://boxd.it/vhLu
2022-11-08,"Love, Death & Robots: Snow in the Desert",2021,https://boxd.it/vhLO
2022-11-08,"Love, Death & Robots: All Through the House",2021,https://boxd.it/vhXA
2022-11-08,"Love, Death & Robots: Night of the Mini Dead",2022,https://boxd.it/AW6s
2022-11-08,"Love, Death & Robots: Kill Team Kill",2022,https://boxd.it/AW6M
2022-11-08,"Love, Death & Robots: Swarm",2022,https://boxd.it/AW84
2022-11-08,"Love, Death & Robots: In Vaulted Halls Entombed",2022,https://boxd.it/AW7A
2022-11-09,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY
2022-11-09,Star Wars,1977,https://boxd.it/72s
2022-11-09,Werewolf by Night,2022,https://boxd.it/xMrO
2022-11-09,The Matrix,1999,https://boxd.it/2a1m
2022-11-10,Pulp Fiction,1994,https://boxd.it/29Pq
2022-11-10,The Shining,1980,https://boxd.it/29Nu
2022-11-11,Taxi Driver,1976,https://boxd.it/2b8y
2022-11-13,Reservoir Dogs,1992,https://boxd.it/2agc
2022-11-27,Fight Club,1999,https://boxd.it/2a9q
2022-11-29,Inception,2010,https://boxd.it/1skk
2023-01-22,12 Angry Men,1957,https://boxd.it/2auI
2023-01-23,Pyaasa,1957,https://boxd.it/10iq
2023-01-27,My Dinner with Andre,1981,https://boxd.it/1vLe
2023-01-30,An Action Hero,2022,https://boxd.it/xk3Y
2023-01-30,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape
2023-02-02,The Usual Suspects,1995,https://boxd.it/29XE
2023-03-18,Se7en,1995,https://boxd.it/29zs
2023-03-19,3 Idiots,2009,https://boxd.it/1Dsa
2023-03-19,Like Stars on Earth,2007,https://boxd.it/20SA
2023-03-19,Kill Bill: Vol. 1,2003,https://boxd.it/70w
2023-03-23,Kill Bill: Vol. 2,2004,https://boxd.it/2au4
2023-03-23,Inglourious Basterds,2009,https://boxd.it/1JzG
2023-03-23,Kill Bill: The Origin of O-Ren,2003,https://boxd.it/8r9a
2023-03-24,The Royal Tenenbaums,2001,https://boxd.it/1YHU
2023-03-27,GoodFellas,1990,https://boxd.it/29FA
2023-03-27,Trainspotting,1996,https://boxd.it/29XY
2023-03-28,Full Metal Jacket,1987,https://boxd.it/2a1Q
2023-03-30,The Shawshank Redemption,1994,https://boxd.it/2aHi
2023-03-30,Django Unchained,2012,https://boxd.it/2cCk
2023-04-03,Akira,1988,https://boxd.it/2b1i
2023-04-15,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O
2023-04-22,Jackie Brown,1997,https://boxd.it/2aVO
2023-04-30,Cowboy Bebop: The Movie,2001,https://boxd.it/1Uc4
2023-05-21,Midsommar,2019,https://boxd.it/jhxe
2023-05-22,Ping Pong the Animation,2014,https://boxd.it/oL1s
2023-05-27,La La Land,2016,https://boxd.it/a5fa
2023-06-17,Drive,2011,https://boxd.it/IG
2023-06-18,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6
2023-06-20,Superbad,2007,https://boxd.it/20hO
2023-06-22,Death Proof,2007,https://boxd.it/27GG
2023-07-14,Dead Poets Society,1989,https://boxd.it/2aSg
2023-07-14,(500) Days of Summer,2009,https://boxd.it/1EmM
2023-07-15,Om Dar-B-Dar,1988,https://boxd.it/784I
2023-07-15,Chungking Express,1994,https://boxd.it/1UDa
2023-07-17,Devilman Crybaby,2018,https://boxd.it/muwa
2023-07-19,Detachment,2011,https://boxd.it/2BiY
2023-07-21,Mad Max: Fury Road,2015,https://boxd.it/2DjO
2023-07-22,Mortal Kombat,1995,https://boxd.it/1YZY
2023-07-24,Fallen Angels,1995,https://boxd.it/1UkW
2023-07-24,The Seventh Seal,1957,https://boxd.it/2ahO
2023-07-30,The Godfather,1972,https://boxd.it/2aNK
2023-07-31,A Clockwork Orange,1971,https://boxd.it/2aVE
2023-08-01,Perfect Blue,1997,https://boxd.it/1W7A
2023-08-04,Taipei Story,1985,https://boxd.it/3BkC
2023-08-06,Zodiac,2007,https://boxd.it/27MO
2023-08-08,The Silence of the Lambs,1991,https://boxd.it/2aHW
2023-08-10,Eraserhead,1977,https://boxd.it/299u
2023-08-12,Shutter Island,2010,https://boxd.it/1U82
2023-08-13,The Sixth Sense,1999,https://boxd.it/29Js
2023-08-13,Prisoners,2013,https://boxd.it/4E5i
2023-08-14,Nightcrawler,2014,https://boxd.it/780m
2023-08-15,Gone Girl,2014,https://boxd.it/6hQu
2023-08-15,Primal Fear,1996,https://boxd.it/28ws
2023-08-16,Dilwale Dulhania Le Jayenge,1995,https://boxd.it/1F9k
2023-08-16,Om Shanti Om,2007,https://boxd.it/20zy
2023-08-16,Veer-Zaara,2004,https://boxd.it/24C2
2023-08-16,Kal Ho Naa Ho,2003,https://boxd.it/24By
2023-08-16,Chak De! India,2007,https://boxd.it/1ODI
2023-08-16,My Name Is Khan,2010,https://boxd.it/1uD4
2023-08-16,Chennai Express,2013,https://boxd.it/69tM
2023-08-16,Tamasha,2015,https://boxd.it/bgLI
2023-08-16,Barfi!,2012,https://boxd.it/4aL4
2023-08-16,PK,2014,https://boxd.it/9q1G
2023-08-16,Sanju,2018,https://boxd.it/hTZm
2023-08-16,Ajab Prem Ki Ghazab Kahani,2009,https://boxd.it/1wUm
2023-08-16,Zindagi Na Milegi Dobara,2011,https://boxd.it/efo
2023-08-16,Dil Chahta Hai,2001,https://boxd.it/1Nsk
2023-08-16,Sholay,1975,https://boxd.it/1Saq
2023-08-17,Oppenheimer,2023,https://boxd.it/wUow
2023-09-09,Dazed and Confused,1993,https://boxd.it/1Ylk
2023-09-24,Jawan,2023,https://boxd.it/wVDs
2023-09-25,Manorama Six Feet Under,2007,https://boxd.it/Ngc
2023-09-29,Dev.D,2009,https://boxd.it/1L5I
2023-10-15,Memories of Murder,2003,https://boxd.it/1TSo
2023-10-23,Occult,2009,https://boxd.it/3VFU
2023-10-25,All About Lily Chou-Chou,2001,https://boxd.it/1JP0
2023-10-30,Millennium Mambo,2001,https://boxd.it/1Tzw
2023-12-15,Good Will Hunting,1997,https://boxd.it/2ahY
2023-12-26,The Blair Witch Project,1999,https://boxd.it/26ua
2024-01-16,Spirited Away,2001,https://boxd.it/2b4m
2024-01-22,Ghost in the Shell,1995,https://boxd.it/1YYc
2024-01-26,Neon Genesis Evangelion,1995,https://boxd.it/ptEI
2024-03-20,In the Mood for Love,2000,https://boxd.it/29tE
2024-04-10,Jin-Roh: The Wolf Brigade,1999,https://boxd.it/29wS
2024-05-10,The Fall Guy,2024,https://boxd.it/s0Bm
2024-05-11,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo
2024-05-11,Poison,2023,https://boxd.it/Is7Q
2024-05-11,The Swan,2023,https://boxd.it/Is80
2024-05-11,The Rat Catcher,2023,https://boxd.it/Is8a
2024-05-19,The Darjeeling Limited,2007,https://boxd.it/24as
2024-05-21,Cure,1997,https://boxd.it/1blA
2024-05-28,Stalker,1979,https://boxd.it/28PO
2024-05-28,Pulse,2001,https://boxd.it/1s3y
2024-05-29,Hereditary,2018,https://boxd.it/hNVe
2024-05-30,Oldboy,2003,https://boxd.it/29R2
2024-05-31,Terrorizers,1986,https://boxd.it/2IRG
2024-06-02,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa
2024-06-03,The Departed,2006,https://boxd.it/28MA
2024-06-12,The House Is Black,1963,https://boxd.it/STe
2024-06-16,Swades,2004,https://boxd.it/1Ly6
2024-06-18,La Haine,1995,https://boxd.it/2as8
2024-06-25,Psycho,1960,https://boxd.it/2ab2
2024-06-26,Love Letter,1995,https://boxd.it/LMA
2024-06-27,Eyes Wide Shut,1999,https://boxd.it/2axs
2024-07-14,The Witch,2015,https://boxd.it/9X0m
2024-07-14,Donnie Darko,2001,https://boxd.it/2b2A
2024-07-16,Get Out,2017,https://boxd.it/eOCm
2024-07-17,Longlegs,2024,https://boxd.it/KzLM
2024-07-19,Lake Mungo,2008,https://boxd.it/1rWM
2024-07-21,Possession,1981,https://boxd.it/1BPm
2024-07-22,Jumanji,1995,https://boxd.it/1ZLI
2024-08-27,The Wicker Man,1973,https://boxd.it/1KnG
2024-09-28,Picnic,1996,https://boxd.it/10HU
2024-10-10,Days of Being Wild,1990,https://boxd.it/1HbC
2024-10-12,Kwaidan,1964,https://boxd.it/1kbY
2024-10-13,Snatch,2000,https://boxd.it/2b7U
2024-10-14,The Prestige,2006,https://boxd.it/293w
2024-10-15,Vertigo,1958,https://boxd.it/2apI
2024-10-27,PLUTO,2023,https://boxd.it/Jo62
2024-11-09,Rosemary's Baby,1968,https://boxd.it/29zM
2024-11-15,Pather Panchali,1955,https://boxd.it/22yC
2024-11-15,Oggy and the Cockroaches: The Movie,2013,https://boxd.it/69rm
2024-11-15,Aparajito,1956,https://boxd.it/29kW
2024-11-17,Apur Sansar,1959,https://boxd.it/29l6
2024-11-23,The Big City,1963,https://boxd.it/fI2
2024-11-27,Dear Zachary: A Letter to a Son About His Father,2008,https://boxd.it/1LW8
2024-12-02,Ninja Scroll,1993,https://boxd.it/1Ooe
2024-12-04,Memories,1995,https://boxd.it/Vz2
2024-12-04,Midori,1992,https://boxd.it/2jvq
2024-12-05,Angel's Egg,1985,https://boxd.it/1LeA
2024-12-07,Mononoke,2007,https://boxd.it/meNa
2024-12-24,Killers of the Flower Moon,2023,https://boxd.it/gHp0
2024-12-24,Persona,1966,https://boxd.it/29B4
2024-12-26,House,1977,https://boxd.it/1vsm
2024-12-27,Mulholland Drive,2001,https://boxd.it/297o
2024-12-30,Tetsuo: The Iron Man,1989,https://boxd.it/ZoM
2024-12-31,Raiders of the Lost Ark,1981,https://boxd.it/2bbs
2025-01-01,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8
2025-01-02,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO
2025-01-03,Rear Window,1954,https://boxd.it/2a6Q
2025-01-05,Chinatown,1974,https://boxd.it/29vU
2025-01-06,Manhunter,1986,https://boxd.it/1TOw
2025-01-06,True Romance,1993,https://boxd.it/2aBa
2025-01-08,The Hateful Eight,2015,https://boxd.it/8gw8
2025-01-08,A Fistful of Dollars,1964,https://boxd.it/2auo
2025-01-10,Nosferatu,2024,https://boxd.it/f5eG
2025-01-12,For a Few Dollars More,1965,https://boxd.it/29eu
2025-01-23,Nobody,2021,https://boxd.it/mLqS
2025-01-24,Charisma,1999,https://boxd.it/2ogU
